job_index,original_task_id,instance_id,expected_terminal_action,repairability,persona_level,num_blockers,required_modes,agent_modes,mode_match_exact,mode_matched_candidate_count,path_agent_ids,route_labels,lane_sequence,leaf_type,route_preference_score,path_base_cost_sum,oracle_action,final_action,terminal_cost,raw_terminal_penalty,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,subset_clean,subset_mismatch,policy_clean,policy_violation_count,clear_success,auxiliary_success,strict_clean,selected_blocker_ids,deferred_blocker_ids,prompt_tokens_total,completion_tokens_total,total_tokens_total,llm_call_count,json_retry_count,stage_llm_calls,stage_json_retries,policy_action_violation,policy_communication_violation,stage5_executed_tool_names,decision,delete_reasons,keep_basis,calibration_source
40,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__data_usage_exceeded__unseat_sim_card__user_abroad_roaming_disabled_onPERSONA_None,repair_subset,partially_repairable,None,9,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_subset,repair_subset,2.0,2.0,0.0,2.0,4.995705,0.0752,7.070905,True,True,False,False,1,True,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]","[""user_abroad_roaming_disabled_on"", ""data_usage_exceeded""]",52769.0,1501.0,54270.0,13,0,"[2, 4, 2, 2, 3]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""can_send_mms"", ""check_network_status""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,prior_local_exec_clean_v1_reused
44,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__data_usage_exceededPERSONA_None,repair_subset,partially_repairable,None,7,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,repair_subset,2.0,2.0,0.0,2.0,5.030895,0.07600000000000001,7.106895,True,True,False,False,1,True,False,False,"[""airplane_mode_on"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]","[""data_usage_exceeded""]",53275.0,1478.0,54753.0,15,0,"[4, 4, 2, 2, 3]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,prior_local_exec_clean_v1_reused
49,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__unseat_sim_cardPERSONA_None,repair_all,repairable,None,6,deep/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,52,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n1__from__n0122__c01""]",target_stage1_handoff > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_specialist/general/target_specialist/target_specialist/target_specialist,shared,13.25,0.741,repair_all,repair_all,0.0,0.0,0.0,0.0,5.68497,0.0741,5.7590699999999995,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],61562.0,1330.0,62892.0,15,0,"[4, 2, 2, 4, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""can_send_mms"", ""check_network_status""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,prior_local_exec_clean_v1_reused
51,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_both_permissions__data_mode_off__data_usage_exceeded__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Hard,repair_subset,partially_repairable,Hard,9,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_subset,repair_subset,2.0,2.0,0.0,2.0,4.57844,0.0752,6.653639999999999,True,True,False,False,1,True,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_both_permissions""]","[""data_usage_exceeded""]",46920.0,1736.0,48656.0,12,0,"[2, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,prior_local_exec_clean_v1_reused
59,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_offPERSONA_Hard,repair_all,repairable,Hard,6,deep/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,52,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n1__from__n0122__c01""]",target_stage1_handoff > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_specialist/general/target_specialist/target_specialist/target_specialist,shared,13.25,0.741,repair_all,repair_all,0.0,0.0,0.0,0.0,3.99823,0.0741,4.07233,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],41326.0,1428.0,42754.0,12,0,"[4, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,prior_local_exec_clean_v1_reused
61,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__break_app_storage_permissionPERSONA_Easy,repair_all,repairable,Easy,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.77236,0.05310000000000001,2.82546,True,True,False,True,0,True,True,True,"[""bad_wifi_calling"", ""break_app_storage_permission""]",[],29820.0,699.0,30519.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,prior_local_exec_clean_v1_reused
65,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,8,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,5.611955,0.0752,5.687155,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],59139.0,1721.0,60860.0,13,0,"[2, 3, 2, 4, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,prior_local_exec_clean_v1_reused
0,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_app_sms_permissionPERSONA_None,repair_all,repairable,None,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.77185,0.05310000000000001,2.8249500000000003,True,True,False,True,0,True,True,True,"[""bad_wifi_calling"", ""break_app_sms_permission""]",[],29810.0,700.0,30510.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
4,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission[PERSONA:Hard],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_app_storage_permissionPERSONA_Hard,repair_all,repairable,Hard,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.847245,0.05310000000000001,2.900345,True,True,False,True,0,True,True,True,"[""bad_network_preference"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],31389.0,527.0,31916.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
3,[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_app_sms_permission__data_mode_offPERSONA_None,repair_all,repairable,None,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.93862,0.05310000000000001,2.99172,True,True,False,True,0,True,True,True,"[""data_mode_off"", ""bad_wifi_calling"", ""break_app_sms_permission""]",[],31248.0,831.0,32079.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
2,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_app_sms_permissionPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.935305,0.05310000000000001,2.988405,True,True,False,True,0,True,True,True,"[""bad_network_preference"", ""bad_wifi_calling"", ""break_app_sms_permission""]",[],31389.0,786.0,32175.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
1,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__break_app_storage_permission__data_mode_offPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.991575,0.05310000000000001,3.0446750000000002,True,True,False,True,0,True,True,True,"[""data_mode_off"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],31279.0,979.0,32258.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
5,[mms_issue]airplane_mode_on|bad_wifi_calling[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_callingPERSONA_Easy,repair_all,repairable,Easy,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.820385,0.05310000000000001,2.873485,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""bad_wifi_calling""]",[],29553.0,907.0,30460.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
9,[mms_issue]airplane_mode_on|bad_wifi_calling|data_mode_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__data_mode_offPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.868665,0.05310000000000001,2.921765,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""data_mode_off"", ""bad_wifi_calling""]",[],30949.0,700.0,31649.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
8,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_callingPERSONA_None,repair_all,repairable,None,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.96208,0.05310000000000001,3.01518,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""bad_network_preference"", ""bad_wifi_calling""]",[],31152.0,924.0,32076.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
6,[mms_issue]bad_network_preference|bad_wifi_calling[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_callingPERSONA_None,repair_all,repairable,None,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.80058,0.05310000000000001,2.85368,True,True,False,True,0,True,True,True,"[""bad_network_preference"", ""bad_wifi_calling""]",[],29688.0,815.0,30503.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_wifi_calling_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
7,[mms_issue]bad_wifi_calling|data_mode_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__data_mode_offPERSONA_Easy,repair_all,repairable,Easy,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.802195,0.05310000000000001,2.8552950000000004,True,True,False,True,0,True,True,True,"[""data_mode_off"", ""bad_wifi_calling""]",[],29551.0,854.0,30405.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
10,[mms_issue]bad_network_preference|bad_wifi_calling|data_mode_off[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__data_mode_offPERSONA_None,repair_all,repairable,None,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.917625,0.05310000000000001,2.9707250000000003,True,True,False,True,0,True,True,True,"[""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling""]",[],31137.0,797.0,31934.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
11,[mms_issue]airplane_mode_on|break_app_sms_permission[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__break_app_sms_permissionPERSONA_None,repair_all,repairable,None,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,1.5,1.5,1.5,0.0,3.024895,0.05310000000000001,4.577995,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""bad_wifi_calling"", ""break_app_sms_permission""]",[],31511.0,1019.0,32530.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
13,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__break_app_storage_permissionPERSONA_None,repair_all,repairable,None,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,1.5,1.5,1.5,0.0,3.144065,0.05310000000000001,4.697165,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],32813.0,1044.0,33857.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
14,[mms_issue]airplane_mode_on|break_app_storage_permission|data_mode_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__break_app_storage_permission__data_mode_offPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,1.5,1.5,1.5,0.0,3.05915,0.05310000000000001,4.6122499999999995,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""data_mode_off"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],32590.0,850.0,33440.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
12,[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],telecom_mms_task_mms_issuebreak_app_sms_permission__data_mode_offPERSONA_None,repair_all,repairable,None,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,2.0,2.0,2.0,0.0,2.95426,0.05310000000000001,5.00736,False,False,True,True,0,False,True,False,"[""data_mode_off"", ""break_app_sms_permission""]","[""bad_wifi_calling""]",31044.0,928.0,31972.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
